,evil
99458,0
68774,0
145732,0
7752,0
94592,0
31258,0
188439,0
167600,0
163967,0
125636,0
35624,0
213951,1
38192,0
72998,0
183452,0
51937,0
27865,0
167464,0
45627,0
184526,0
118338,0
50255,0
46877,0
74706,0
22838,0
102235,0
66302,0
115128,0
129432,0
45193,0
34609,0
118609,0
121733,0
88364,0
153551,0
135304,0
108614,0
138674,0
175663,0
7686,0
99766,0
109914,0
147377,0
108905,0
71262,0
149928,0
17070,0
2385,0
74403,0
54470,0
24131,0
140044,0
45062,0
132467,0
182062,0
24818,0
41890,0
133139,0
72989,0
29181,0
35507,0
57970,0
114307,0
204543,1
24307,0
157454,0
120309,0
91411,0
88362,0
114834,0
58737,0
162170,0
18797,0
82413,0
46563,0
63514,0
56152,0
8954,0
26487,0
30377,0
66201,0
152681,0
66215,0
175911,0
58166,0
153744,0
123445,0
72041,0
89031,0
71561,0
168506,0
2932,0
76127,0
180047,0
119289,0
113750,0
82406,0
144675,0
97897,0
71793,0
83400,0
110565,0
52685,0
29742,0
101640,0
99600,0
177133,0
157750,0
178176,0
78232,0
73830,0
114143,0
23898,0
153014,0
71444,0
158878,0
158223,0
61728,0
16660,0
160689,0
109754,0
179794,0
63314,0
79048,0
33881,0
49234,0
34049,0
32850,0
124847,0
165902,0
73045,0
105334,0
132919,0
165097,0
107326,0
72482,0
65773,0
17600,0
126690,0
178513,0
138079,0
63921,0
115420,0
139720,0
162040,0
70592,0
60216,0
101788,0
158210,0
177649,0
135191,0
85723,0
117316,0
80173,0
172365,0
97572,0
75488,0
183902,0
133422,0
114786,0
120830,0
112971,0
122344,0
188506,0
31639,0
134056,0
29382,0
99037,0
48320,0
29734,0
60456,0
102164,0
75925,0
100838,0
26942,0
178064,0
159541,0
183924,0
86303,0
87179,0
2047,0
138958,0
67886,0
62276,0
44936,0
131780,0
180951,0
6553,0
157116,0
91124,0
149697,0
7395,0
134720,0
117371,0
58067,0
54950,0
59151,0
109129,0
164465,0
50681,0
73770,0
7501,0
20778,0
166046,0
283676,1
66290,0
74365,0
33726,0
42293,0
105807,0
130543,0
116444,0
161826,0
170337,0
118383,0
118998,0
159159,0
65991,0
180652,0
109175,0
26449,0
180522,0
74797,0
175287,0
176630,0
150248,0
116624,0
169806,0
88965,0
127031,0
173307,0
22028,0
22130,0
28367,0
109005,0
120262,0
43262,0
34458,0
133625,0
9953,0
66035,0
113978,0
171001,0
71041,0
21294,0
61552,0
30941,0
84345,0
43031,0
79980,0
158404,0
6256,0
115381,0
129854,0
63173,0
186092,0
76804,0
7537,0
46967,0
36345,0
105735,0
170988,0
109375,0
112601,0
67493,0
176713,0
146058,0
91995,0
88642,0
8542,0
170927,0
78124,0
108925,0
182563,0
170553,0
118103,0
35938,0
278522,1
78250,0
80574,0
4059,0
133083,0
131851,0
125843,0
71717,0
100379,0
72016,0
60340,0
38819,0
15504,0
21020,0
93795,0
169223,0
44602,0
61078,0
85282,0
183701,0
17249,0
36547,0
126987,0
71824,0
8093,0
138568,0
124518,0
17934,0
166433,0
167597,0
137136,0
121107,0
97578,0
116788,0
61243,0
185588,0
47285,0
114903,0
51027,0
170158,0
17555,0
129951,0
103385,0
28636,0
60658,0
81508,0
19806,0
144620,0
13356,0
130242,0
53995,0
179841,0
141627,0
25472,0
126076,0
158697,0
113065,0
85363,0
187493,0
152317,0
164155,0
105977,0
119869,0
182801,0
151771,0
177954,0
178850,0
131909,0
69162,0
117808,0
88752,0
171383,0
43224,0
89000,0
16934,0
21837,0
90277,0
174056,0
155976,0
29025,0
39234,0
121312,0
12535,0
130872,0
158135,0
91118,0
15152,0
118825,0
51760,0
66228,0
59655,0
188507,0
1143,0
180759,0
183271,0
136989,0
34755,0
47347,0
54156,0
148519,0
92814,0
47270,0
134888,0
59543,0
134887,0
142135,0
17729,0
37742,0
160099,0
140247,0
30034,0
31255,0
188785,0
64686,0
119016,0
104078,0
164863,0
91258,0
60265,0
168781,0
2273,0
179951,0
46455,0
65317,0
135577,0
73111,0
7525,0
109257,0
70589,0
165139,0
85304,0
12431,0
31425,0
175848,0
126211,0
65569,0
176689,0
62692,0
149015,0
32542,0
79108,0
95662,0
184075,0
134590,0
113778,0
38460,0
121141,0
40068,0
164428,0
11445,0
313766,1
146264,0
116364,0
7451,0
6073,0
133310,0
89200,0
180815,0
135353,0
338482,1
114980,0
151563,0
145546,0
78029,0
128838,0
77638,0
149979,0
68530,0
127854,0
89249,0
45801,0
108610,0
64402,0
45770,0
155056,0
70659,0
110127,0
141820,0
162173,0
168075,0
173757,0
80951,0
52494,0
39897,0
128008,0
122729,0
165448,0
58629,0
103490,0
42080,0
51276,0
43377,0
62237,0
117561,0
113641,0
169558,0
109582,0
31513,0
14968,0
44676,0
103981,0
90840,0
127880,0
61655,0
178786,0
16382,0
107500,0
46828,0
33078,0
184332,0
142573,0
123961,0
31038,0
64381,0
25202,0
104662,0
180446,0
75809,0
112797,0
33222,0
82539,0
74620,0
174163,0
166872,0
141666,0
15773,0
174572,0
90528,0
15806,0
101153,0
88800,0
184486,0
134508,0
173128,0
82232,0
160882,0
37439,0
54614,0
158279,0
64853,0
96596,0
100600,0
41337,0
79176,0
56354,0
83376,0
17138,0
105367,0
71454,0
102754,0
128904,0
148501,0
73943,0
26562,0
9162,0
44840,0
88063,0
32856,0
31810,0
159619,0
82323,0
145432,0
146548,0
89043,0
159043,0
165091,0
153709,0
126545,0
10346,0
76338,0
168437,0
125331,0
26749,0
25670,0
134061,0
8602,0
86845,0
66857,0
97590,0
86209,0
106379,0
83253,0
61726,0
73135,0
105007,0
87051,0
96616,0
175373,0
33484,0
7280,0
140816,0
69963,0
161261,0
84804,0
99730,0
51896,0
23183,0
38716,0
110478,0
147435,0
55977,0
186033,0
62564,0
89705,0
30892,0
95091,0
112871,0
325022,1
50276,0
307200,1
175238,0
134085,0
171098,0
15330,0
61283,0
130295,0
98165,0
55456,0
143773,0
108636,0
110604,0
146102,0
180935,0
162849,0
111824,0
96227,0
27849,0
7150,0
141517,0
156794,0
251149,1
34648,0
130776,0
46902,0
126550,0
4803,0
47810,0
43952,0
97809,0
108552,0
166888,0
57364,0
150800,0
175142,0
90833,0
104331,0
160050,0
40805,0
19523,0
17839,0
23688,0
58984,0
3057,0
34108,0
180143,0
142695,0
131426,0
19850,0
32933,0
114999,0
54080,0
62826,0
58624,0
52090,0
179954,0
4680,0
15400,0
27777,0
33164,0
129702,0
90573,0
132510,0
167724,0
10542,0
47912,0
78741,0
42135,0
162834,0
3120,0
116585,0
39669,0
77051,0
94625,0
45132,0
161120,0
37698,0
25499,0
104405,0
138191,0
82157,0
30440,0
179835,0
126881,0
101694,0
100337,0
4531,0
173805,0
117864,0
53534,0
99607,0
3386,0
32295,0
153687,0
15074,0
23101,0
107877,0
182361,0
43119,0
117281,0
97280,0
88987,0
112576,0
160393,0
107115,0
161105,0
101715,0
55421,0
11848,0
203351,1
1627,0
141052,0
164420,0
106034,0
136713,0
53937,0
129648,0
123687,0
66836,0
95411,0
25342,0
169015,0
135288,0
175718,0
121587,0
131606,0
66868,0
181709,0
56331,0
39685,0
106551,0
71354,0
63801,0
133545,0
180157,0
165535,0
9074,0
981,0
139403,0
66031,0
69406,0
136576,0
99335,0
34048,0
81392,0
41073,0
84805,0
100428,0
47505,0
7348,0
173024,0
52331,0
144028,0
89215,0
80091,0
147969,0
204642,1
83315,0
66617,0
122841,0
94044,0
40699,0
103444,0
76250,0
70638,0
113310,0
25764,0
38223,0
126775,0
52570,0
42752,0
131687,0
76897,0
46266,0
182136,0
166913,0
136324,0
188193,0
119987,0
133830,0
127946,0
186490,0
136775,0
45707,0
1490,0
3912,0
130406,0
46903,0
178165,0
100775,0
138169,0
148321,0
75038,0
150365,0
174044,0
165412,0
19197,0
76754,0
41746,0
110951,0
177193,0
112931,0
34494,0
187612,0
140159,0
109671,0
121755,0
6526,0
61218,0
117035,0
68714,0
14513,0
107266,0
162892,0
95772,0
143765,0
80042,0
43611,0
171898,0
88279,0
44155,0
122044,0
179656,0
34985,0
115549,0
3526,0
110195,0
8761,0
870,0
141162,0
106339,0
54535,0
140635,0
134762,0
117196,0
176999,0
84843,0
148612,0
113143,0
162793,0
143004,0
73645,0
51684,0
179909,0
173873,0
62499,0
187305,0
157685,0
37504,0
68010,0
24154,0
53854,0
164380,0
150816,0
128871,0
86318,0
163538,0
72789,0
149337,0
15709,0
92582,0
80167,0
109562,0
79179,0
22148,0
138851,0
64416,0
114742,0
103844,0
184632,0
62326,0
43445,0
71670,0
62868,0
41293,0
104356,0
166067,0
116350,0
145344,0
14648,0
1701,0
84962,0
39270,0
185772,0
41358,0
1152,0
146170,0
97969,0
15001,0
100766,0
83102,0
79175,0
156692,0
110093,0
144402,0
179453,0
117472,0
181314,0
80455,0
146358,0
65244,0
177032,0
62954,0
139118,0
3414,0
131363,0
128376,0
11795,0
106845,0
137578,0
17936,0
118396,0
97466,0
7624,0
66989,0
49635,0
105905,0
84433,0
93759,0
188743,0
25933,0
28960,0
35299,0
7112,0
87080,0
159545,0
26080,0
5658,0
135309,0
151390,0
62925,0
52850,0
25099,0
154303,0
103708,0
183866,0
7418,0
112775,0
18047,0
169636,0
70311,0
166377,0
125758,0
10792,0
64476,0
101232,0
12622,0
110708,0
153295,0
166074,0
46238,0
144071,0
166564,0
166692,0
62010,0
31942,0
152596,0
73905,0
6071,0
173288,0
31605,0
11678,0
53426,0
155339,0
79157,0
83119,0
130560,0
1082,0
1783,0
61858,0
127170,0
21940,0
120078,0
177117,0
167140,0
177335,0
132795,0
41761,0
178492,0
9941,0
174612,0
62529,0
58500,0
158085,0
120640,0
113924,0
6101,0
91310,0
53296,0
13395,0
108690,0
113496,0
50047,0
68776,0
187911,0
112003,0
56248,0
103891,0
123507,0
166909,0
32967,0
188733,0
22406,0
72381,0
163851,0
116992,0
186548,0
43352,0
21119,0
40183,0
132158,0
174325,0
124107,0
29977,0
186299,0
32694,0
75001,0
155677,0
165253,0
160764,0
53990,0
165843,0
87382,0
58866,0
34340,0
35923,0
16369,0
20371,0
68126,0
68589,0
96840,0
22271,0
129851,0
66660,0
176537,0
44441,0
119256,0
163849,0
115585,0
140902,0
156061,0
19099,0
172721,0
54591,0
92077,0
127945,0
7825,0
72063,0
27395,0
99778,0
35470,0
178900,0
4692,0
67980,0
109535,0
81230,0
38793,0
76480,0
12454,0
34804,0
32109,0
187484,0
151971,0
174893,0
159481,0
36029,0
83403,0
59673,0
54603,0
174803,0
93324,0
180750,0
112475,0
53557,0
94000,0
42778,0
80296,0
106745,0
31517,0
34443,0
114870,0
64011,0
182940,0
119670,0
166122,0
145890,0
81030,0
93994,0
117071,0
185011,0
56286,0
168118,0
87966,0
8733,0
79223,0
35503,0
74932,0
19136,0
127808,0
15678,0
117526,0
140840,0
57017,0
31395,0
129566,0
136228,0
68165,0
178172,0
182584,0
53936,0
185966,0
27806,0
104400,0
127663,0
39393,0
101326,0
4171,0
3051,0
147270,0
97128,0
60577,0
96664,0
161643,0
14700,0
105471,0
94721,0
49685,0
68821,0
34223,0
84486,0
15633,0
118762,0
77001,0
28612,0
166904,0
156014,0
51030,0
23374,0
168629,0
70367,0
102137,0
157399,0
66140,0
187722,0
75927,0
4978,0
3038,0
22687,0
23309,0
74312,0
110725,0
134870,0
35817,0
42070,0
283,0
106911,0
75126,0
144737,0
9468,0
26993,0
86313,0
137025,0
148192,0
117153,0
16114,0
130175,0
9797,0
125374,0
58399,0
44909,0
71982,0
122287,0
3822,0
176127,0
186503,0
48835,0
143053,0
179612,0
268372,1
178572,0
111211,0
1309,0
23629,0
83722,0
35091,0
115597,0
173955,0
9341,0
186471,0
134098,0
141937,0
150346,0
92438,0
149765,0
110230,0
83003,0
146586,0
144021,0
107577,0
185472,0
151890,0
160021,0
38536,0
38511,0
108493,0
166617,0
112163,0
58038,0
57781,0
52795,0
64659,0
84160,0
178757,0
230703,1
62184,0
31558,0
173691,0
142879,0
60957,0
35319,0
92069,0
103223,0
171863,0
31688,0
174799,0
160499,0
149600,0
31650,0
73776,0
151476,0
164423,0
32944,0
97628,0
129618,0
33323,0
154797,0
120992,0
80531,0
117853,0
162324,0
121831,0
23831,0
57129,0
62862,0
166660,0
31003,0
170451,0
80094,0
124180,0
170350,0
170685,0
24133,0
60555,0
32450,0
126324,0
71406,0
137983,0
70040,0
69361,0
57706,0
74447,0
198949,1
113342,0
141172,0
114986,0
65316,0
15011,0
66085,0
87946,0
146348,0
102149,0
82208,0
179463,0
71864,0
147955,0
158762,0
167258,0
162841,0
70758,0
31018,0
39932,0
17036,0
119207,0
62022,0
67188,0
158130,0
185118,0
79440,0
84786,0
130243,0
100419,0
21753,0
115005,0
45437,0
64562,0
98588,0
111887,0
32825,0
188537,0
135264,0
173091,0
188604,0
98085,0
93843,0
122226,0
122559,0
155727,0
73074,0
172743,0
91474,0
40947,0
56385,0
79109,0
69684,0
79155,0
53104,0
159781,0
181602,0
152048,0
4786,0
99789,0
94747,0
17105,0
170183,0
53271,0
84181,0
173630,0
83868,0
147034,0
38372,0
290481,1
120763,0
32568,0
113785,0
145412,0
34786,0
8459,0
155871,0
181022,0
164136,0
11397,0
7155,0
117056,0
161572,0
116134,0
29883,0
20453,0
185060,0
157313,0
1798,0
112568,0
188133,0
121819,0
155443,0
148710,0
29614,0
131576,0
56396,0
87358,0
183884,0
132198,0
27709,0
50806,0
148871,0
106008,0
87022,0
91321,0
181941,0
115143,0
71662,0
126530,0
167717,0
112413,0
95061,0
105170,0
145138,0
148805,0
45964,0
169273,0
119280,0
74889,0
86995,0
139628,0
54394,0
94664,0
173025,0
72362,0
15384,0
76273,0
136866,0
58661,0
76985,0
105961,0
39399,0
755,0
101235,0
166877,0
11437,0
176614,0
78183,0
49292,0
188954,0
101673,0
178676,0
17480,0
146322,0
5728,0
78334,0
55260,0
101602,0
7684,0
153657,0
43489,0
108981,0
105746,0
164119,0
38140,0
157715,0
160583,0
33857,0
180237,0
146996,0
123957,0
71441,0
40553,0
66501,0
177698,0
106071,0
161514,0
172759,0
73630,0
178507,0
157469,0
167749,0
126335,0
74865,0
98340,0
176664,0
58568,0
87725,0
164198,0
28589,0
104464,0
143285,0
90675,0
159390,0
156179,0
141856,0
33097,0
69550,0
151170,0
30510,0
162862,0
63442,0
155107,0
54487,0
167104,0
134557,0
108293,0
98628,0
49618,0
134035,0
7490,0
142610,0
107098,0
146684,0
87543,0
9723,0
145819,0
45029,0
127053,0
11598,0
143178,0
119322,0
82107,0
98585,0
53169,0
47279,0
82201,0
134010,0
180546,0
11268,0
30456,0
160845,0
104145,0
175852,0
5637,0
121112,0
172714,0
171499,0
113901,0
89944,0
24871,0
134641,0
44776,0
143246,0
30697,0
170810,0
93107,0
12925,0
181012,0
18477,0
262870,1
169840,0
62985,0
66475,0
26597,0
107023,0
98943,0
146338,0
114784,0
35145,0
127674,0
102642,0
115476,0
79364,0
86539,0
59581,0
108635,0
33776,0
19842,0
110189,0
154163,0
174719,0
42730,0
44393,0
121045,0
57875,0
162184,0
53543,0
77860,0
53553,0
70864,0
85207,0
31195,0
11190,0
126094,0
116733,0
144406,0
6736,0
182666,0
166518,0
12704,0
143599,0
19845,0
96419,0
180415,0
121729,0
78788,0
59853,0
124020,0
43717,0
9823,0
44477,0
81701,0
93035,0
79557,0
54760,0
48792,0
118969,0
83623,0
123076,0
63839,0
116666,0
163850,0
151815,0
4994,0
142525,0
96926,0
40661,0
16941,0
148264,0
143226,0
157195,0
156810,0
144925,0
86468,0
142231,0
78020,0
112476,0
157603,0
80921,0
157830,0
163274,0
98071,0
172852,0
21532,0
96767,0
141467,0
668,0
55684,0
25089,0
154287,0
7990,0
91293,0
104317,0
104808,0
54050,0
177375,0
170092,0
182770,0
175038,0
76818,0
13396,0
102363,0
1849,0
12783,0
185673,0
50754,0
10224,0
177578,0
97459,0
101233,0
44775,0
126352,0
78131,0
12048,0
59268,0
117886,0
81311,0
76073,0
153198,0
41164,0
92112,0
33075,0
10141,0
51362,0
145484,0
62966,0
102477,0
13855,0
183908,0
165230,0
32167,0
18837,0
88801,0
105466,0
180549,0
166754,0
74741,0
34849,0
78528,0
18840,0
50502,0
138223,0
120358,0
55974,0
48315,0
68712,0
63702,0
40984,0
91486,0
142848,0
75202,0
157080,0
100770,0
110204,0
25972,0
164544,0
115860,0
95,0
172665,0
39759,0
2050,0
26719,0
56232,0
151478,0
30874,0
74872,0
56517,0
144377,0
12981,0
11952,0
157700,0
95095,0
111620,0
67610,0
55649,0
62622,0
149983,0
168274,0
146227,0
32297,0
72355,0
50497,0
20081,0
69087,0
106576,0
26776,0
71255,0
188748,0
101166,0
12578,0
117652,0
152793,0
170428,0
26413,0
12951,0
148886,0
42757,0
158207,0
99209,0
51307,0
41064,0
7417,0
9674,0
115626,0
107421,0
156545,0
9805,0
130308,0
44681,0
106621,0
170706,0
61100,0
80652,0
103053,0
19983,0
184946,0
136685,0
102904,0
85950,0
66284,0
178358,0
71496,0
67936,0
93857,0
159516,0
23718,0
114229,0
147687,0
10362,0
131582,0
90270,0
7962,0
64949,0
169600,0
129956,0
59722,0
132646,0
58240,0
128893,0
91744,0
82330,0
4930,0
94375,0
11576,0
113422,0
139980,0
69703,0
91823,0
18274,0
95177,0
60135,0
27605,0
112126,0
126351,0
176228,0
45112,0
117663,0
74595,0
80874,0
156463,0
8950,0
186355,0
54451,0
114273,0
14471,0
66949,0
81720,0
118500,0
77601,0
130260,0
149591,0
149131,0
119273,0
157376,0
122754,0
175342,0
10826,0
128006,0
33532,0
161102,0
125399,0
107897,0
176076,0
30575,0
11982,0
66174,0
75090,0
121942,0
117388,0
36301,0
164326,0
143310,0
52764,0
131119,0
53264,0
10552,0
296233,1
19751,0
140176,0
179973,0
77719,0
144161,0
111117,0
140436,0
51245,0
176208,0
148473,0
118628,0
101804,0
26114,0
104901,0
136856,0
147446,0
39323,0
65308,0
24996,0
146498,0
78157,0
182434,0
157739,0
144635,0
173615,0
168496,0
104391,0
126189,0
17993,0
160788,0
25642,0
38307,0
140751,0
163070,0
1207,0
91570,0
34068,0
140665,0
151927,0
58575,0
31346,0
100242,0
22941,0
171334,0
139432,0
94454,0
63668,0
131610,0
78463,0
103822,0
57546,0
129570,0
74400,0
225268,1
125500,0
1092,0
128294,0
117250,0
172188,0
101306,0
39729,0
73331,0
123855,0
14679,0
121901,0
32419,0
61618,0
57681,0
163865,0
65002,0
181952,0
152766,0
26306,0
12101,0
64831,0
160816,0
41351,0
144430,0
169579,0
72897,0
65453,0
156144,0
128150,0
20680,0
164368,0
119843,0
27754,0
67137,0
61956,0
44577,0
178737,0
45366,0
163375,0
124778,0
83450,0
174094,0
11489,0
14610,0
87626,0
45984,0
178891,0
64366,0
73227,0
139558,0
162864,0
134108,0
104963,0
100614,0
82138,0
72984,0
121051,0
59336,0
55323,0
90799,0
135093,0
21746,0
88450,0
148973,0
65162,0
6528,0
181373,0
165153,0
84657,0
138187,0
31159,0
23401,0
51045,0
76848,0
179017,0
73417,0
102460,0
39952,0
11352,0
1968,0
43073,0
464,0
62324,0
157858,0
124630,0
152078,0
62096,0
112847,0
43863,0
89334,0
85985,0
15893,0
56265,0
29580,0
127455,0
170262,0
183705,0
136891,0
148843,0
1948,0
16930,0
179050,0
121710,0
163652,0
151282,0
27598,0
4184,0
143961,0
176806,0
121971,0
90487,0
41585,0
99578,0
341597,1
116133,0
77815,0
169154,0
199910,1
169315,0
158511,0
19671,0
40354,0
159071,0
29982,0
185847,0
141401,0
40416,0
150546,0
12669,0
127881,0
49966,0
169244,0
25071,0
57457,0
57103,0
124224,0
175450,0
47369,0
66671,0
124592,0
115949,0
164303,0
33292,0
48968,0
116360,0
100576,0
130520,0
18008,0
28462,0
13744,0
103456,0
10856,0
159680,0
173438,0
132458,0
184496,0
111199,0
147848,0
20953,0
89507,0
87299,0
55077,0
41928,0
116749,0
19386,0
105074,0
45089,0
49139,0
145154,0
73272,0
34063,0
125692,0
54696,0
115481,0
4308,0
169432,0
156745,0
162663,0
62631,0
108540,0
182100,0
62612,0
121299,0
116586,0
3410,0
25780,0
8123,0
149223,0
167292,0
166608,0
128974,0
99715,0
86668,0
137135,0
4307,0
175792,0
3449,0
77013,0
69570,0
181307,0
30910,0
183494,0
21131,0
175230,0
77880,0
5568,0
36257,0
84287,0
174931,0
1375,0
59425,0
178288,0
148940,0
9475,0
5483,0
123967,0
96763,0
10355,0
67941,0
86575,0
3343,0
103288,0
54825,0
24785,0
141790,0
55135,0
166740,0
180526,0
119765,0
49214,0
135633,0
188441,0
81590,0
1136,0
177541,0
76035,0
169067,0
110083,0
91357,0
152737,0
162815,0
136908,0
52562,0
22937,0
36912,0
72877,0
174855,0
63614,0
158596,0
89305,0
42519,0
32561,0
123434,0
63416,0
184125,0
110412,0
12039,0
149219,0
5800,0
41783,0
47902,0
83105,0
158510,0
89567,0
81081,0
127166,0
48992,0
32766,0
105275,0
23913,0
131429,0
119168,0
155484,0
111920,0
84850,0
25652,0
41918,0
142405,0
168878,0
74192,0
97784,0
13032,0
157709,0
112398,0
70663,0
36068,0
155137,0
116261,0
19949,0
130583,0
121909,0
28114,0
174917,0
25916,0
144373,0
149735,0
127040,0
71915,0
145691,0
156772,0
158913,0
41043,0
176240,0
77789,0
108212,0
132538,0
131788,0
87104,0
85145,0
53690,0
160077,0
9394,0
2041,0
177831,0
51137,0
179858,0
156153,0
26564,0
74116,0
30459,0
143323,0
182569,0
171606,0
14663,0
181253,0
64504,0
1737,0
2415,0
171019,0
29770,0
130401,0
139620,0
110311,0
13981,0
173127,0
95431,0
101360,0
40087,0
160645,0
158015,0
86636,0
44434,0
32864,0
77234,0
121594,0
11257,0
145561,0
19668,0
75911,0
98183,0
95968,0
32150,0
45008,0
144273,0
146336,0
180743,0
27944,0
50069,0
121920,0
185687,0
126215,0
65738,0
16899,0
140282,0
173560,0
51592,0
171820,0
100763,0
114107,0
166440,0
161378,0
182635,0
157360,0
53909,0
131716,0
161201,0
72783,0
146104,0
92506,0
47213,0
160235,0
70089,0
80984,0
112825,0
92539,0
149496,0
64483,0
104496,0
149691,0
169569,0
41497,0
176214,0
11418,0
13592,0
11835,0
148267,0
112245,0
177763,0
16631,0
138350,0
188837,0
89598,0
136426,0
140089,0
41835,0
68416,0
153278,0
167284,0
141462,0
161367,0
146078,0
108054,0
3445,0
74502,0
39766,0
125141,0
31363,0
35808,0
160231,0
42690,0
155119,0
159685,0
48179,0
180931,0
31189,0
94696,0
93919,0
81884,0
178283,0
180673,0
1550,0
156966,0
130016,0
108826,0
56358,0
66451,0
186232,0
8072,0
27198,0
72430,0
41678,0
29158,0
42237,0
149709,0
113380,0
140287,0
89980,0
149493,0
114811,0
171628,0
64688,0
122330,0
89503,0
172960,0
138563,0
6522,0
97477,0
143130,0
7455,0
78831,0
174413,0
97065,0
139901,0
30261,0
33462,0
318231,1
6714,0
26730,0
165478,0
129929,0
85798,0
62121,0
48342,0
47654,0
47955,0
63756,0
120545,0
112092,0
27397,0
129524,0
115419,0
55005,0
135086,0
5837,0
108226,0
64639,0
135028,0
2801,0
148490,0
79184,0
7820,0
132948,0
17640,0
89849,0
14617,0
88207,0
5367,0
98178,0
130550,0
67590,0
125880,0
125916,0
49807,0
49199,0
137346,0
172374,0
152874,0
144088,0
83515,0
59457,0
108863,0
68859,0
71841,0
152496,0
142764,0
51204,0
22087,0
139823,0
160961,0
131462,0
81595,0
48360,0
147088,0
30748,0
116734,0
100799,0
160982,0
17700,0
45714,0
113736,0
71403,0
184655,0
154443,0
152861,0
61419,0
103239,0
44741,0
21583,0
156799,0
113169,0
24881,0
77179,0
54987,0
3837,0
94854,0
102055,0
121076,0
41406,0
181757,0
62563,0
187413,0
129556,0
31820,0
135182,0
128343,0
65934,0
119795,0
28471,0
116408,0
116736,0
120597,0
119134,0
80503,0
176554,0
63837,0
56143,0
20327,0
111589,0
96876,0
135777,0
37733,0
138284,0
66177,0
104099,0
75765,0
77305,0
47984,0
171706,0
11442,0
27252,0
131265,0
186772,0
181321,0
44593,0
184,0
8917,0
46871,0
34134,0
75301,0
173296,0
59535,0
106565,0
11126,0
98620,0
164695,0
33645,0
154636,0
180251,0
17273,0
122063,0
117518,0
69085,0
97835,0
172449,0
5363,0
60897,0
115512,0
181526,0
81617,0
1367,0
65627,0
135035,0
3150,0
40201,0
15668,0
174783,0
105973,0
103060,0
54380,0
93778,0
121722,0
144114,0
127735,0
97722,0
92537,0
47704,0
70390,0
176390,0
96112,0
78737,0
122919,0
76308,0
151426,0
108466,0
119176,0
113960,0
161251,0
84587,0
7985,0
157698,0
180696,0
132559,0
98093,0
20734,0
147308,0
43857,0
44315,0
40645,0
71616,0
105179,0
18711,0
187583,0
79974,0
53019,0
208936,1
141079,0
117550,0
15618,0
83047,0
176796,0
138157,0
48521,0
106185,0
77893,0
22860,0
25361,0
176236,0
133705,0
32705,0
22285,0
6840,0
97089,0
96750,0
168981,0
65021,0
168270,0
144811,0
95275,0
125680,0
67122,0
299,0
2005,0
88622,0
52266,0
121048,0
141059,0
121883,0
163239,0
108582,0
46714,0
102890,0
176766,0
163927,0
162482,0
73310,0
170226,0
65929,0
88527,0
17296,0
21981,0
50654,0
43184,0
41777,0
44911,0
90402,0
80295,0
89861,0
107678,0
85580,0
102296,0
39664,0
141710,0
74366,0
19395,0
151449,0
54427,0
29224,0
15372,0
23903,0
170513,0
77371,0
50935,0
24217,0
59884,0
165228,0
59008,0
134303,0
109977,0
131116,0
26626,0
46001,0
83120,0
53316,0
76504,0
15630,0
28234,0
67309,0
10156,0
148667,0
4539,0
51898,0
182027,0
53017,0
11843,0
186935,0
200720,1
103305,0
176748,0
54880,0
108365,0
9884,0
15994,0
137418,0
900,0
113215,0
128725,0
44370,0
56615,0
134093,0
83903,0
95576,0
158681,0
9295,0
62082,0
79865,0
98511,0
43669,0
173644,0
55669,0
131074,0
16397,0
10748,0
161227,0
88494,0
140652,0
38371,0
44245,0
146689,0
58846,0
25160,0
20288,0
141394,0
41152,0
35991,0
13660,0
152946,0
39152,0
25192,0
186528,0
52949,0
113819,0
137701,0
60438,0
141468,0
117137,0
15642,0
174642,0
7693,0
159166,0
149289,0
59393,0
187754,0
4941,0
99149,0
74596,0
96595,0
169625,0
147063,0
90859,0
4745,0
127158,0
139406,0
49587,0
110463,0
171047,0
114729,0
129823,0
55579,0
43362,0
169666,0
108209,0
118223,0
64956,0
65060,0
175330,0
137065,0
109208,0
138634,0
51549,0
164900,0
131400,0
139977,0
185220,0
170602,0
12717,0
184274,0
170696,0
103029,0
103525,0
180525,0
75027,0
75863,0
91596,0
173377,0
45721,0
88538,0
107651,0
15377,0
126194,0
147683,0
102832,0
43493,0
168458,0
61836,0
155886,0
8256,0
169814,0
91626,0
98539,0
1063,0
51413,0
57736,0
138161,0
74753,0
64066,0
23438,0
129779,0
184760,0
130427,0
165977,0
6429,0
30580,0
135439,0
104552,0
149078,0
56910,0
188343,0
114741,0
98134,0
32230,0
89606,0
1501,0
43365,0
34701,0
33365,0
67637,0
15937,0
32541,0
99058,0
46144,0
83577,0
124570,0
48159,0
292697,1
46288,0
77154,0
173794,0
121765,0
16853,0
186735,0
81258,0
135504,0
30202,0
56482,0
102272,0
185079,0
146284,0
87220,0
102074,0
10887,0
176961,0
4110,0
39273,0
106643,0
139975,0
23501,0
90870,0
128295,0
12621,0
151501,0
113725,0
144876,0
132184,0
137024,0
169402,0
35692,0
93829,0
120214,0
162727,0
59892,0
32422,0
109849,0
105052,0
4963,0
43300,0
167741,0
24889,0
59789,0
36920,0
102839,0
12230,0
129659,0
123478,0
19178,0
183864,0
8377,0
17463,0
126227,0
183406,0
36821,0
292712,1
182808,0
12025,0
71324,0
50002,0
137132,0
169808,0
1145,0
118426,0
185785,0
128415,0
